,filename,site_name,site_code,country,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,latitude,longitude,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality
417,sainildas_60minute-sai-fra-cmems,Sainildas_60minute,Sai,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_527,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,data.centre@socib.es cmems-service@ifremer.fr,47.140381,-2.24635,Unspecified,1962-06-06 23:00:00,2017-06-27 13:00:00,56,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
418,calais_60minute-cal-fra-cmems,Calais_60minute,Cal,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_264,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,50.969501,1.8677,Unspecified,1941-05-03 23:00:00,2020-10-01 00:00:00,55,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
419,goteborgtorshamnen-got-swe-cmems,GoteborgTorshamnen,Got,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_070,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,57.6847,11.7906,Unspecified,1967-11-02 16:00:00,2020-12-17 07:00:00,54,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
420,socoa_60minute-soc-fra-cmems,Socoa_60minute,Soc,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_559,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,43.398399,-1.6731,Unspecified,1942-11-20 23:00:00,2020-10-01 00:00:00,54,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
421,spikarna-spi-swe-cmems,Spikarna,Spi,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_169,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,62.3633,17.531099,Unspecified,1968-09-24 11:00:00,2020-12-17 07:00:00,53,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
422,ringhals-rin-swe-cmems,Ringhals,Rin,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_147,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,57.249699,12.1125,Unspecified,1967-11-01 00:00:00,2020-12-17 07:00:00,52,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
423,leconquet_60minute-lec-fra-cmems,LeConquet_60minute,LeC,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_383,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,48.359299,-4.7809,Unspecified,1970-12-21 23:00:00,2020-10-01 00:00:00,51,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
424,porttudy_60minute-por-fra-cmems,PortTudy_60minute,Por,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_493,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,47.644299,-3.4459901,Unspecified,1966-08-10 23:00:00,2020-10-01 00:00:00,51,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
425,hamina-ham-fin-cmems,Hamina,Ham,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_074,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,60.562801,27.179199,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
426,hanko-han-fin-cmems,Hanko,Han,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_075,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,59.822899,22.976601,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
427,helsinki-hel-fin-cmems,Helsinki,Hel,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_080,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,60.153599,24.9562,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
428,vaasa-vaa-fin-cmems,Vaasa,Vaa,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_188,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,63.081501,21.571199,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
429,pietarsaari-pie-fin-cmems,Pietarsaari,Pie,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_140,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,63.708599,22.6896,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
430,degerby-deg-fin-cmems,Degerby,Deg,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_047,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,60.031898,20.3848,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
431,rauma-rau-fin-cmems,Rauma,Rau,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_146,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,61.133499,21.4258,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
432,turku-tur-fin-cmems,Turku,Tur,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_183,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,60.428299,22.1005,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
433,oulu-oul-fin-cmems,Oulu,Oul,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_136,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,65.040298,25.4182,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
434,raahe-raa-fin-cmems,Raahe,Raa,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_143,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,64.665901,24.407101,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
435,kaskinen-kas-fin-cmems,Kaskinen,Kas,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_099,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,62.344002,21.2148,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
436,pori-por-fin-cmems,Pori,Por,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_141,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,61.594398,21.4634,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
437,kemi-kem-fin-cmems,Kemi,Kem,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_101,instacco@ifremer.fr,Finnish Meteorlogical Institute (FMI),www.fmi.fi,cmems-service@smhi.se,65.672897,24.515301,Unspecified,1971-01-01 00:00:00,2020-12-17 07:00:00,50,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
438,cherbourg_60minute-che-fra-cmems,Cherbourg_60minute,Che,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_273,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,49.651299,-1.6355,Unspecified,1943-03-30 23:00:00,2020-10-01 00:00:00,50,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
439,kungsvik-kun-swe-cmems,Kungsvik,Kun,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_115,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,58.9967,11.1272,Unspecified,1973-08-01 00:00:00,2020-12-17 07:00:00,48,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
440,roscoff_60minute-ros-fra-cmems,Roscoff_60minute,Ros,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_523,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,48.718399,-3.9658999,Unspecified,1973-04-06 23:00:00,2020-07-01 08:00:00,48,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
441,bayonneboucau_60minute-bay-fra-cmems,BayonneBoucau_60minute,Bay,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_239,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,43.527302,-1.5154001,Unspecified,1967-05-22 23:00:00,2020-10-01 00:00:00,48,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
442,kalixstoron-kal-swe-cmems,KalixStoron,Kal,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_092,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,65.696899,23.0961,Unspecified,1974-08-01 00:00:00,2020-12-17 07:00:00,47,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
443,forsmark-for-swe-cmems,Forsmark,For,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_057,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,60.4086,18.2108,Unspecified,1975-08-06 08:00:00,2020-12-17 07:00:00,46,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
444,viken-vik-swe-cmems,Viken,Vik,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_194,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,56.1422,12.5792,Unspecified,1976-04-22 14:00:00,2020-12-17 07:00:00,45,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
445,marseille_60minute-mar-fra-cmems,Marseille_60minute,Mar,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_422,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,43.2785,5.3537002,Unspecified,1940-12-01 01:00:00,2020-10-01 00:00:00,44,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
446,larochelle_60minute-lar-fra-cmems,LaRochelle_60minute,LaR,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_379,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,46.148701,-1.2259001,Unspecified,1941-05-18 23:00:00,2020-07-01 07:00:00,44,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
447,boulognesurmer_60minute-bou-fra-cmems,BoulogneSurMer_60minute,Bou,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_252,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,50.727501,1.5774,Unspecified,1941-11-20 23:00:00,2020-10-01 00:00:00,44,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
448,toulon_60minute-tou-fra-cmems,Toulon_60minute,Tou,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_572,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,43.122799,5.9145999,Unspecified,1961-01-01 00:00:00,2020-09-28 06:00:00,42,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
449,portbloc_60minute-por-fra-cmems,PortBloc_60minute,Por,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_481,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,45.568401,-1.0616,Unspecified,1959-04-18 23:00:00,2020-10-01 00:00:00,41,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
450,simrishamn-sim-swe-cmems,Simrishamn,Sim,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_159,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,55.557499,14.3578,Unspecified,1982-06-01 00:00:00,2020-12-17 07:00:00,39,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
451,lepellerin_60minute-lep-fra-cmems,LePellerin_60minute,LeP,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_396,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,47.205379,-1.76513,Unspecified,1986-01-01 00:00:00,2020-08-27 02:00:00,35,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
452,cordemais_60minute-cor-fra-cmems,Cordemais_60minute,Cor,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_282,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,47.277222,-1.8898,Unspecified,1986-01-01 00:00:00,2020-06-30 18:00:00,35,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
453,nantesusinebrulee_60minute-nan-fra-cmems,NantesUsineBrulee_60minute,Nan,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_445,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,47.193451,-1.63367,Unspecified,1987-01-01 00:00:00,2020-08-27 02:00:00,34,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
454,lessablesdolonne_60minute-les-fra-cmems,LesSablesDOlonne_60minute,Les,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_408,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,46.497501,-1.7938,Unspecified,1965-07-05 23:00:00,2020-10-01 00:00:00,34,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
455,lowestoft-low-gbr-cmems,Lowestoft,Low,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_653,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.466702,1.75,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
456,fishguard-fis-gbr-cmems,Fishguard,Fis,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_623,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.016701,-4.9833298,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
457,aberdeen-abe-gbr-cmems,Aberdeen,Abe,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_585,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,57.150002,-2.0833299,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
458,cromer-cro-gbr-cmems,Cromer,Cro,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_612,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.9333,1.3,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
459,whitby-whi-gbr-cmems,Whitby,Whi,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_706,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,54.483299,-0.61667001,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
460,immingham-imm-gbr-cmems,Immingham,Imm,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_639,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,53.633301,-0.18333,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
461,stornoway-sto-gbr-cmems,Stornoway,Sto,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_691,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,58.216702,-6.3833299,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
462,portpatrick-por-gbr-cmems,Portpatrick,Por,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_676,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,54.8424,-5.1188998,Unspecified,1990-07-09 16:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
463,portvendres_60minute-por-fra-cmems,PortVendres_60minute,Por,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_498,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,42.5201,3.1073,Unspecified,1981-12-28 22:00:00,2020-10-01 00:00:00,32,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
464,skagsudde-ska-swe-cmems,Skagsudde,Ska,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_162,instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),www.smhi.se,cmems-service@smhi.se,63.190601,19.012501,Unspecified,1982-05-26 05:00:00,2018-07-11 14:00:00,32,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
465,tobermory-tob-gbr-cmems,Tobermory,Tob,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_698,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,56.6231,-6.0630999,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
466,milford-mil-gbr-cmems,Milford,Mil,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_659,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,51.716702,-5.0500002,Unspecified,1990-01-01 02:00:00,2021-01-31 23:00:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
467,newhaven-new-gbr-cmems,Newhaven,New,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_665,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,50.783298,0.06667,Unspecified,1991-01-01 02:00:00,2021-01-31 23:00:00,31,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
468,weymouth-wey-gbr-cmems,Weymouth,Wey,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_705,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,50.607899,-2.4465001,Unspecified,1991-01-30 20:00:00,2021-01-31 23:00:00,31,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
